key,name,description,attached to,layer,type,kind,url
humanities,Humanities,,,0,,group,https://en.wikipedia.org/wiki/Humanities
humanities.history.ecclesiastical-history-of-the-catholic-church,Ecclesiastical history of the Catholic Church,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Ecclesiastical_history_of_the_Catholic_Church
humanities.history.economic-history,Economic history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Economic_history_of_the_world
humanities.history.environmental-history,Environmental history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Environmental_history
humanities.history.intellectual-history,Intellectual history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Intellectual_history
humanities.history.philosophical-history,Philosophical history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/History_of_philosophy
humanities.history.philosophical-history.ancient-philosophy,Ancient philosophy,,Philosophical history|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ancient_philosophy
humanities.history.philosophical-history.contemporary-philosophy,Contemporary philosophy,,Philosophical history|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Contemporary_philosophy
humanities.history.philosophical-history.medieval-philosophy,Medieval philosophy,,Philosophical history|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Medieval_philosophy
humanities.history.philosophical-history.medieval-philosophy.humanism,Humanism,,key:humanities.history.philosophical-history.medieval-philosophy|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Humanism
humanities.history.philosophical-history.medieval-philosophy.scholasticism,Scholasticism,,key:humanities.history.philosophical-history.medieval-philosophy|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Scholasticism
humanities.history.philosophical-history.modern-philosophy,Modern philosophy,,Philosophical history|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Modern_philosophy
humanities.history.political-history,Political history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Political_history
humanities.history.political-history.history-of-political-thought,History of political thought,,key:humanities.history.political-history|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/History_of_political_thought
humanities.history.public-history,Public history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Public_history
humanities.history.scientific-history,Scientific history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/History_of_science
humanities.history.technological-history,Technological history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/History_of_Technology
humanities.history.world-history,World history,,History|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/World_history_(field)
humanities.languages-and-literature,Languages and literature,,Humanities|0,1,S,discipline,https://en.wikipedia.org/wiki/Outline_of_literature
humanities.languages-and-literature.comics-studies,Comics studies,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Comics_studies
humanities.languages-and-literature.classics,Classics,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Classics
humanities.languages-and-literature.comparative-literature,Comparative literature,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Comparative_literature
humanities.languages-and-literature.creative-writing,Creative writing,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Creative_writing
humanities.languages-and-literature.creative-writing.poetry,Poetry,,Creative writing|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Poetry
humanities.languages-and-literature.creative-writing.prose,Prose,,Creative writing|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Prose
humanities.languages-and-literature.creative-writing.non-fiction,Non-fiction,,Creative writing|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Non-fiction
humanities.languages-and-literature.creative-writing.fiction,Fiction,,Creative writing|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Fiction
humanities.languages-and-literature.creative-writing.creative-nonfiction,Creative nonfiction,,Creative writing|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Creative_nonfiction
humanities.languages-and-literature.creative-writing.literary-journalism,Literary journalism,,Creative writing|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Literary_journalism
humanities.languages-and-literature.creative-writing.screenwriting,Screenwriting,,Creative writing|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Screenwriting
humanities.languages-and-literature.creative-writing.playwrighting,Playwrighting,,Creative writing|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Playwrighting
humanities.languages-and-literature.english-studies,English studies,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/English_studies
humanities.languages-and-literature.english-literature,English literature,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/English_literature
humanities.languages-and-literature.history-of-literature,History of literature,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/History_of_literature
humanities.languages-and-literature.history-of-literature.ancient-literature,Ancient literature,,History of literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Ancient_literature
humanities.languages-and-literature.history-of-literature.medieval-literature,Medieval literature,,History of literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Medieval_literature
humanities.languages-and-literature.history-of-literature.post-colonial-literature,Post-colonial literature,,History of literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Post-colonial_literature
humanities.languages-and-literature.history-of-literature.post-modern-literature,Post-modern literature,,History of literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Post-modern_literature
humanities.languages-and-literature.literary-genre,Literary genre,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Literary_genre
humanities.languages-and-literature.literary-theory,Literary theory,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Literary_theory
humanities.languages-and-literature.literary-theory.critical-theory,Critical theory,,Literary theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Critical_theory
humanities.languages-and-literature.literary-theory.literary-criticism,Literary criticism,,Literary theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Literary_criticism
humanities.languages-and-literature.literary-theory.poetics,Poetics,,Literary theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Poetics
humanities.languages-and-literature.literary-theory.rhetoric,Rhetoric,,Literary theory|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Rhetoric
humanities.languages-and-literature.languages,Languages,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Language
humanities.languages-and-literature.languages.business-english,Business English,,Languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Business_English
humanities.languages-and-literature.languages.classical-language,Classical language,,Languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Classical_language
humanities.languages-and-literature.languages.modern-language,Modern language,,Languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Modern_language
humanities.languages-and-literature.languages.standard-english,Standard English,,Languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Standard_English
humanities.languages-and-literature.languages.world-englishes,World Englishes,,Languages|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/World_Englishes
humanities.languages-and-literature.world-literature,World literature,,Languages and literature|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/World_literature
humanities.languages-and-literature.world-literature.american-literature,American literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/American_literature
humanities.languages-and-literature.world-literature.american-literature.african-american-literature,African-American literature,,American literature|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/African-American_literature
humanities.languages-and-literature.world-literature.american-literature.southern-literature,Southern literature,,American literature|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Southern_literature
humanities.languages-and-literature.world-literature.british-literature,British literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/British_literature
humanities.languages-and-literature.world-literature.canadian-literature,Canadian literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Canadian_literature
humanities.languages-and-literature.world-literature.indian-english-literature,Indian English literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Indian_English_literature
humanities.languages-and-literature.world-literature.irish-literature,Irish literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Irish_literature
humanities.languages-and-literature.world-literature.new-zealand-literature,New Zealand literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/New_Zealand_literature
humanities.languages-and-literature.world-literature.scottish-literature,Scottish literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Scottish_literature
humanities.languages-and-literature.world-literature.south-african-literature,South African literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/South_African_literature
humanities.languages-and-literature.world-literature.welsh-literature,Welsh literature,,World literature|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Welsh_literature
humanities.law,Law,,Humanities|0,1,S,discipline,https://en.wikipedia.org/wiki/Outline_of_law
humanities.law.legal-management-academic-discipline,Legal management (academic discipline),,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Legal_management_(academic_discipline)
humanities.law.legal-management-academic-discipline.corporate-law,Corporate law,,Legal management (academic discipline)|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Corporate_law
humanities.law.legal-management-academic-discipline.mercantile-law,Mercantile law,,Legal management (academic discipline)|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Mercantile_law
humanities.law.legal-management-academic-discipline.business-law,Business law,,Legal management (academic discipline)|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Business_law
humanities.law.administrative-law,Administrative law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Administrative_law
humanities.law.canon-law,Canon law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Canon_law
humanities.law.comparative-law,Comparative law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Comparative_law
humanities.law.constitutional-law,Constitutional law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Constitutional_law
humanities.law.competition-law,Competition law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Competition_law
humanities.law.criminal-law,Criminal law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Criminal_law
humanities.law.criminal-law.criminal-procedure,Criminal procedure,,Criminal law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Criminal_procedure
humanities.law.criminal-law.criminal-justice,Criminal justice,,Criminal law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Criminal_justice
humanities.law.criminal-law.criminal-justice.police-science,Police science,,key:humanities.law.criminal-law.criminal-justice|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Police_science
humanities.law.criminal-law.criminal-justice.forensic-science,Forensic science,,key:humanities.law.criminal-law.criminal-justice|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Forensic_science
humanities.law.islamic-law,Islamic law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Sharia
humanities.law.jewish-law,Jewish law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Jewish_law
humanities.law.jurisprudence-philosophy-of-law,Jurisprudence (Philosophy of Law),,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Jurisprudence
humanities.law.civil-law,Civil law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Civil_law_(common_law)
humanities.law.civil-law.admiralty-law,Admiralty law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Admiralty_law
humanities.law.civil-law.animal-law-animal-rights,Animal law/Animal rights,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Animal_law
humanities.law.civil-law.common-law,Common law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Common_law
humanities.law.civil-law.corporations,Corporations,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Corporations
humanities.law.civil-law.civil-procedure,Civil procedure,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Civil_procedure
humanities.law.civil-law.contract-law,Contract law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Contract_law
humanities.law.civil-law.environmental-law,Environmental law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Environmental_law
humanities.law.civil-law.family-law,Family law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Family_law
humanities.law.civil-law.federal-law,Federal law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Federal_law
humanities.law.civil-law.international-law,International law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/International_law
humanities.law.civil-law.international-law.public-international-law,Public international law,,International law|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Public_international_law
humanities.law.civil-law.international-law.supranational-law,Supranational law,,International law|0,4,S,subdiscipline,https://en.wikipedia.org/wiki/Supranational_law
humanities.law.civil-law.labor-law,Labor law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Labor_law
humanities.law.civil-law.paralegal-studies,Paralegal studies,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Paralegal
humanities.law.civil-law.property-law,Property law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Property_law
humanities.law.civil-law.tax-law,Tax law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Tax_law
humanities.law.civil-law.tort-law,Tort law,,Civil law|0,3,S,subdiscipline,https://en.wikipedia.org/wiki/Tort_law
humanities.law.law-enforcement,Law enforcement,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Law_enforcement
humanities.law.procedural-law,Procedural law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Procedural_law
humanities.law.substantive-law,Substantive law,,Law|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Substantive_law
humanities.philosophy,Philosophy,,Humanities|0,1,S,discipline,https://en.wikipedia.org/wiki/Outline_of_philosophy
humanities.philosophy.aesthetics-philosophy-of-art,Aesthetics / Philosophy of art,,Philosophy|0,2,S,subdiscipline,https://en.wikipedia.org/wiki/Aesthetics
