key,name,description,attached to,layer,type,url
social-science.political-science.public-administration.nonprofit-administration,Nonprofit administration,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Nonprofit_organization
social-science.political-science.public-administration.non-governmental-organization-ngo-administration,Non-governmental organization (NGO) administration,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Non-governmental_organization
social-science.political-science.public-administration.civil-service,Civil service,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Civil_service
social-science.political-science.public-administration.disaster-research,Disaster research,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Disaster_research
social-science.political-science.public-administration.disaster-response,Disaster response,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Disaster_response
social-science.political-science.public-administration.emergency-management,Emergency management,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Emergency_management
social-science.political-science.public-administration.emergency-services,Emergency services,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Emergency_services
social-science.political-science.public-administration.fire-safety-structural-fire-protection,Fire safety (Structural fire protection),,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Fire_safety
social-science.political-science.public-administration.fire-ecology-wildland-fire-management,Fire ecology (Wildland fire management),,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Fire_ecology
social-science.political-science.public-administration.governmental-affairs,Governmental affairs,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Government
social-science.political-science.public-administration.international-affairs,International affairs,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/International_relations
social-science.political-science.public-administration.policy-studies,Policy studies,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Policy_studies
social-science.political-science.public-administration.policy-studies.policy-analysis,Policy analysis,,key:social-science.political-science.public-administration.policy-studies|0,6,S,https://en.wikipedia.org/wiki/Policy_analysis
social-science.political-science.public-administration.public-policy-doctrine,Public policy doctrine,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Public_policy_doctrine
social-science.political-science.public-administration.public-policy-school,Public policy school,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Public_policy_school
social-science.political-science.public-administration.regulation,Regulation,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Regulation
social-science.political-science.public-administration.public-safety,Public safety,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Public_safety
social-science.political-science.public-administration.public-service,Public service,,key:social-science.political-science.public-administration|0,5,S,https://en.wikipedia.org/wiki/Public_service
social-science.political-science.public-law,Public law,,Political science|0,4,S,https://en.wikipedia.org/wiki/Public_law
social-science.political-science.public-policy,Public policy,,Political science|0,4,S,https://en.wikipedia.org/wiki/Public_policy
social-science.political-science.psephology,Psephology,,Political science|0,4,S,https://en.wikipedia.org/wiki/Psephology
social-science.political-science.singapore-politics,Singapore politics,,Political science|0,4,S,https://en.wikipedia.org/wiki/Singapore_politics
social-science.political-science.military-sciences,Military sciences,,Political science|0,4,S,https://en.wikipedia.org/wiki/Military_science
social-science.political-science.military-sciences.amphibious-warfare,Amphibious warfare,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Amphibious_warfare
social-science.political-science.military-sciences.artillery,Artillery,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Artillery
social-science.political-science.military-sciences.battlespace,Battlespace,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Battlespace
social-science.political-science.military-sciences.battlespace.air,Air,,Battlespace|0,6,S,https://en.wikipedia.org/wiki/Aerial_warfare
social-science.political-science.military-sciences.battlespace.information,Information,,Battlespace|0,6,S,https://en.wikipedia.org/wiki/Information_warfare
social-science.political-science.military-sciences.battlespace.land,Land,,Battlespace|0,6,S,https://en.wikipedia.org/wiki/Ground_warfare
social-science.political-science.military-sciences.battlespace.sea,Sea,,Battlespace|0,6,S,https://en.wikipedia.org/wiki/Naval_warfare
social-science.political-science.military-sciences.battlespace.space,Space,,Battlespace|0,6,S,https://en.wikipedia.org/wiki/Space_warfare
social-science.political-science.military-sciences.campaigning,Campaigning,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_campaign
social-science.political-science.military-sciences.military-engineering,Military engineering,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_engineering
social-science.political-science.military-sciences.doctrine,Doctrine,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Doctrine
social-science.political-science.military-sciences.espionage,Espionage,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Espionage
social-science.political-science.military-sciences.grand-strategy,Grand strategy,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Grand_strategy
social-science.political-science.military-sciences.grand-strategy.containment,Containment,,Grand strategy|0,6,S,https://en.wikipedia.org/wiki/Containment
social-science.political-science.military-sciences.grand-strategy.limited-war,Limited war,,Grand strategy|0,6,S,https://en.wikipedia.org/wiki/Limited_war
social-science.political-science.military-sciences.grand-strategy.military-science,Military science,,Grand strategy|0,6,S,https://en.wikipedia.org/wiki/Military_science
social-science.political-science.military-sciences.grand-strategy.philosophy-of-war,Philosophy of war,,Grand strategy|0,6,S,https://en.wikipedia.org/wiki/Philosophy_of_war
social-science.political-science.military-sciences.grand-strategy.strategic-studies,Strategic studies,,Grand strategy|0,6,S,https://en.wikipedia.org/wiki/Strategic_studies
social-science.political-science.military-sciences.grand-strategy.chess,Chess,,Grand strategy|0,6,S,https://en.wikipedia.org/wiki/Chess
social-science.political-science.military-sciences.grand-strategy.total-war,Total war,,Grand strategy|0,6,S,https://en.wikipedia.org/wiki/Total_war
social-science.political-science.military-sciences.grand-strategy.war,War,,Grand strategy|0,6,S,https://en.wikipedia.org/wiki/War
social-science.political-science.military-sciences.leadership,Leadership,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Leadership
social-science.political-science.military-sciences.logistics,Logistics (Military),,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_logistics
social-science.political-science.military-sciences.logistics.materiel,Materiel,,key:social-science.political-science.military-sciences.logistics|0,6,S,https://en.wikipedia.org/wiki/Materiel
social-science.political-science.military-sciences.logistics.supply-chain-management,Supply chain management,,key:social-science.political-science.military-sciences.logistics|0,6,S,https://en.wikipedia.org/wiki/Military_supply_chain_management
social-science.political-science.military-sciences.military-operation,Military operation,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_operation
social-science.political-science.military-sciences.military-history,Military history,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_history
social-science.political-science.military-sciences.military-history.prehistoric,Prehistoric,,Military history|0,6,S,https://en.wikipedia.org/wiki/Prehistoric_warfare
social-science.political-science.military-sciences.military-history.ancient,Ancient,,Military history|0,6,S,https://en.wikipedia.org/wiki/Ancient_warfare
social-science.political-science.military-sciences.military-history.medieval,Medieval,,Military history|0,6,S,https://en.wikipedia.org/wiki/Medieval_warfare
social-science.political-science.military-sciences.military-history.early-modern,Early modern,,Military history|0,6,S,https://en.wikipedia.org/wiki/Early_modern_warfare
social-science.political-science.military-sciences.military-history.industrial,Industrial,,Military history|0,6,S,https://en.wikipedia.org/wiki/Industrial_warfare
social-science.political-science.military-sciences.military-history.modern,Modern,,Military history|0,6,S,https://en.wikipedia.org/wiki/Modern_warfare
social-science.political-science.military-sciences.military-history.fourth-generation-warfare,Fourth-generation warfare,,Military history|0,6,S,https://en.wikipedia.org/wiki/Fourth-generation_warfare
social-science.political-science.military-sciences.military-intelligence,Military intelligence,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_intelligence
social-science.political-science.military-sciences.military-law,Military law,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_law
social-science.political-science.military-sciences.military-medicine,Military medicine,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_medicine
social-science.political-science.military-sciences.naval-science,Naval science,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Naval_science
social-science.political-science.military-sciences.naval-science.naval-engineering,Naval engineering,,Naval science|0,6,S,https://en.wikipedia.org/wiki/Naval_engineering
social-science.political-science.military-sciences.naval-science.naval-architecture,Naval architecture,,Naval science|0,6,S,https://en.wikipedia.org/wiki/Naval_architecture
social-science.political-science.military-sciences.organization,Organization,,Military sciences|0,5,S,https://en.wikipedia.org/wiki/Military_organization
social-science.political-science.military-sciences.organization.command-and-control,Command and control,,Organization|0,6,S,https://en.wikipedia.org/wiki/Command_and_control
social-science.political-science.military-sciences.organization.education-and-training,Education and training,,Organization|0,6,S,https://en.wikipedia.org/wiki/Military_education_and_training
social-science.political-science.military-sciences.organization.engineers,Engineers,,Organization|0,6,S,https://en.wikipedia.org/wiki/Military_engineering
